GenestoSearch,CAZyme,Geneid,Chr,Start,End,Strand,Length,n1,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,c5,c6,c7
k141_1049654_1,GH9,1047106_1,k141_1049654,400,1323,+,924,0,0.000795129971407062,0.000176940214288186,0.00112278695874511,0.00016653489008781,0.000989820296861514,0.00106659274174329,0.00243881840214794,0,0,0.000616392393729458,0.00031958162836562,0.00030871479647476,0.000357197106795776,0.00085883937914559
k141_1053894_1,GH3,1051337_1,k141_1053894,3,788,-,786,0,0.00163578265110079,0.00041601210687604,0.000377119283853318,0.000195773840255899,0,0.00047019641859294,0.000614358834128871,0,0.000259295371006128,0,0.000751382759821457,0.000362916630970328,0.000419911102645416,0.00100962797243069
k141_105612_3,GH20,105361_3,k141_105612,1647,3473,+,1827,0,0.00140747144364009,0.00053692202956415,0.00129793434968236,0.000252673626340126,0.000417165642355427,6.74282767768749e-05,0.000440509070995523,0.000145285515942524,0,0,0.000484882470623699,7.80658106028128e-05,0.000270977115500244,0.000325766661055224
k141_1063220_10,GH102,1060643_10,k141_1063220,4603,6180,-,1578,0,0.000465589412915162,0.000310822733844646,0.000281764027669874,0,0.000193196864026202,0.000234204299755419,0,0,0.00077492837114379,0.000481239181923125,0.000467828619470584,0.000542305079738932,0.000522893103104082,0.00062861817675105
k141_1063585_2,GH32,1061007_2,k141_1063585,1188,1709,+,522,0,0,0.000313204517245754,0,0.000294785897396814,0,0,0.000308356349696866,0,0.000390433259790837,0,0,0.000273230337109845,0.000632279936167235,0.000760122209128856
k141_1065139_1,GH9,1062557_1,k141_1065139,3,1463,-,1461,0,0,0,0.000202885528479608,0.000210647828119284,0.00041733696294777,8.43199600762152e-05,0.000330517483658653,0,0,0.000259888921654583,0.000303176000626111,9.76223381049548e-05,0.000112953499890245,0.00122212667299362
k141_1065971_4,GH103,1063386_4,k141_1065971,3332,4333,+,1002,0,0,0.000489499275455939,0,0.00015357109624864,0.000152128069577518,0.000368836711590869,0.000160640733075613,0.0007947204719371,0,0.000378939834867611,0.000442056024865019,0.000711707764328039,0.000658782687982628,0.000197995904773085
k141_1066276_1,GH9,1063690_1,k141_1066276,2,1870,+,1869,0,0.000196548981696128,0.000524856365978439,0,0.000329327423094996,0.000978698720492284,0.000790956415225363,0.00025836599444906,0.000284041345775272,0.000327136696004521,0.000304733318248271,0.000552983941216915,0.000763115227240979,0.000882959140394052,0.000743040811170904
k141_1071545_1,GH65,1068951_1,k141_1071545,1,474,+,474,0,0,0,0,0,0,0.000519795196925529,0,0,0,0.000801050030669506,0,0.000601798464014089,0,0.00209274152513324
k141_1072834_1,GH8,1070234_1,k141_1072834,2,664,-,663,0,0,0,0,0.000232093873968532,0.000229913010130729,0.000185809142792384,0,0,0,0,0.000222694890354323,0.00021512252786024,0.000497813162412212,0.000299233629838056
k141_1073324_1,GH3,1070721_1,k141_1073324,1,1218,-,1218,0,0.000301601023637161,0.000268461014782075,0.000608406726413604,0.000379010439510189,0.000625748463533141,0.000606854490991874,0.000792916327791941,0.000653784821741358,0.000836642699551793,0,0.000363661852967774,0.000468394863616877,0.000270977115500244,0.00081441665263806
k141_1075321_1,GH74,1072710_1,k141_1075321,100,648,+,549,0,0,0.000297801016397602,0,0,0.000277654509502137,0.000673177386182242,0,0,0,0,0,0,0,0
k141_1076346_2,GH23,1073735_2,k141_1076346,355,1032,-,678,0,0,0,0,0,0.000224826439110137,0.000726793284196757,0,0,0.000300599058423034,0.000280013063818102,0.000435536024498278,0.00021036317989873,0.000486799596872119,0
k141_1077078_2,GH35,1074467_2,k141_1077078,208,828,+,621,0,0,0,0,0.000247791044188626,0.000490925364626967,0.000198375944720371,0,0,0,0.000611429492008609,0.000713269141569644,0.00160770314299416,0,0.000638943306224256
k141_1080142_1,GH3,1077522_1,k141_1080142,3,479,-,477,0,0,0,0,0.000322595887717268,0.000319564624143969,0,0.000337446571366382,0.00111294187684273,0,0,0.000309531891624562,0,0,0.000415915925749751
k141_1083208_1,GH109,1080584_1,k141_1083208,3,710,-,708,0,0,0,0.000209333161799935,0,0,0,0,0.000374910505122869,0.00028786181018477,0.00134074051743413,0.000417081108205978,0.000805797943340899,0.000466172495309741,0
k141_1089583_10,GH103,1086942_10,k141_1089583,8355,9206,+,852,0,0.00021558101337445,0.000191892908453385,0.000173952909101354,0.000180608261081147,0.000536733541255892,0.000144590917454637,0.000566767656837198,0.00124618139730982,0.000239209109871851,0.000222827297263701,0.000866471316343405,0.00016740168541237,0.000581074166688903,0
k141_1089626_1,GH51,1086985_1,k141_1089626,2,1645,+,1644,0,0.000111724466785299,9.94481496364256e-05,0,9.35999017281854e-05,0.000463601963858495,0.000149867958237653,0.000293726303908329,0,0,0.000115479840187757,0.000179618871417173,0.000260266853962298,0.000301140626532205,0.000482705344483288
k141_1090179_2,GH23,1087537_2,k141_1090179,513,1103,-,591,0,0.000621573683231916,0.000553274984779302,0.000501549504414057,0,0,0,0.000272355354554592,0.000449131366543133,0.000344849681236577,0.000321233261029903,0.00074947569697927,0,0.000279230225617002,0.000671376976590969
k141_1091867_1,GH23,1089221_1,k141_1091867,1,642,+,642,0,0,0.000254661616825987,0.000461706786773688,0,0.000474867058307393,0,0.000501439297637894,0,0,0.000295714730948089,0,0.000222159246061276,0.00025704838526425,0
k141_109200_1,GH37,108937_1,k141_109200,1,1542,-,1542,0,0.00285875522793823,0.0026506607977024,0.00269119364430734,0.00119749601899717,0.00276790215309134,0.00191737683535176,0.00167016357501182,0.000344275794587538,0.00105736011211838,0.00147742301376399,0.00191500275363056,0.00120242611389585,0.000535100724188225,0.00167256462748003
k141_1092282_1,GH35,1089635_1,k141_1092282,68,1936,+,1869,0,0,0.000174952121992813,0.000396489776763922,0.000164663711547498,0.000326232906830761,0.000131826069204227,0.000172243996299373,0.000284041345775272,0,0.000101577772749424,0.000236993117664392,0.000305246090896392,0.00017659182807881,0.000106148687310129
k141_1092467_1,GH44,1089820_1,k141_1092467,1,792,-,792,0,0,0.000412860500005767,0.000187131159790851,0.000388581410204891,0.000384930115446144,0.000466634324512691,0,0,0,0.000239708153117011,0.000186422616546611,0.00054025089383083,0,0.000250494818917464
k141_1092918_9,GH146,1090269_9,k141_1092918,10071,12470,-,2400,0,0.000459187558487578,0.000749341807510467,0.000864545958233732,0.000192347798051421,0.000317567345243069,0,0.000737742566649752,0,0.000169838468009014,7.91036905286137e-05,0.000492155707683054,0.000118855196642783,0.000275041772232747,8.26632902427631e-05
k141_1098155_1,GH53,1095491_1,k141_1098155,110,688,+,579,0,0,0,0,0,0.000263268265486482,0.000851063638489467,0.00111200010046124,0,0.000351996824889148,0.000327890945196326,0.000255002957348733,0,0,0.000342645762664303
k141_1100820_4,GH2,1098151_4,k141_1100820,2875,4320,+,1446,0,0,0,0,0.000532082428911262,0.000210833092277556,0,0.000667892176521843,0.000367132278875507,0.000422834360188417,0.000393877297237911,0.000510534966476197,0.000394540071843262,0.000228250433388172,0
k141_1101082_2,GH29,1098413_2,k141_1101082,605,1951,+,1347,0,0.000272717183956988,0.000364126409804641,0.000110028120678808,0,0.000339492930326666,0.000182912341011656,0.000238993340076858,0.000394115274873038,0.000453911273075316,0.000281883975157644,0.000109611516187763,0,0,0.000294568517568866
k141_1103839_2,AA12,1101161_2,k141_1103839,1235,2977,+,1743,0,0.00115916538000307,0.00084419668503761,0.000680242701339548,0.0012359697866758,0.000612178014926398,0.00148423447796808,0.000461738423814584,0.000913723365325272,0.00128621215015432,0.000871365954187828,0.00118591736791097,0.000900108201769782,0.00160953877038097,0.0010243987775351
k141_1103940_1,GH23,1101262_1,k141_1103940,3,1022,-,1020,0,0.00036014710469614,0.00144258315884368,0.00101711289203968,0.000301722036159092,0.000448330369754921,0.000483103771260197,0.000789029483047863,0.000520463995347042,0.000599429887090638,0.000558378991966685,0.00057900671492124,0.000139829643109156,0.000161789277783969,0.000972509296973683
k141_1104375_2,GH16,1101697_2,k141_1104375,335,1222,-,888,0,0,0.000184113466218788,0.000166900764137786,0.00017328630455083,0.000171658024455713,0,0,0.000896745397388485,0.000459022886510849,0.000213793758185443,0.000166268820163194,0.000160615130598355,0.000185839035292397,0
k141_1104382_2,GH3,1101704_2,k141_1104382,561,2048,+,1488,0,0.000370312547167402,0.000219748330648231,0.000199204137841874,0.000413651178605207,0,0.000910689568807025,0.000108173396869465,0.000535154511344741,0.00136966506458882,0.000637932988133982,0.000198449882130264,0,0.000443615761665722,0.000266655774976655
k141_1105512_2,GH32,1102830_2,k141_1105512,318,1049,+,732,0,0.000501844326215932,0,0,0.000840864690935174,0.000416481764253205,0,0.000439786924977498,0.000362618357413923,0,0,0.000201703158886498,0,0,0.000271027181123813
k141_1110336_2,GH23,1107640_2,k141_1110336,1742,3955,-,2214,0,0.00099552858208689,0.00177227921953695,0.00093717719049727,0.00159855441921687,0.00117043791200698,0.00194747116463291,0.00159944187891545,0.00227791152435087,0.0022092808846701,0.00265822699879352,0.0020006329580612,0.00212586530580587,0.00245972316630912,0.00188176595674583
k141_1111737_3,GH3,1109037_3,k141_1111737,2020,2898,+,879,0,0,0,0.000168609645681859,0.000350121134109526,0.000173415615149799,0.000140149558215416,0,0,0,0.000431965545548744,0.000335942462582289,0.000486778962359519,0.000375483648099314,0.00112850908181247
k141_1111833_4,GH25,1109133_4,k141_1111833,2579,3343,-,765,0,0.00216088262817684,0.00128229614119438,0.00232482946751928,0.00120688814463637,0.00199257942113298,0.00128827672336053,0.00168326289716877,0.0024288319782862,0.00293054611466534,0.000744505322622247,0.00038600447661416,0.000745758096582165,0.00129431422227175,0.000259335812526316
k141_1114376_2,CBM38,1111672_2,k141_1114376,175,2109,-,1935,0,0.000189844985421221,0.000253477144189587,0.000153186437782278,0,0.000315105582876844,0.000318324190365246,0.000166369007278309,0.000137176556913174,0.000526630908555082,0.000196226209063228,0.000152606420986994,0,0.0002558528113793,0.000102528111929008
k141_1114376_2,GH32,1111672_2,k141_1114376,175,2109,-,1935,0,0.000189844985421221,0.000253477144189587,0.000153186437782278,0,0.000315105582876844,0.000318324190365246,0.000166369007278309,0.000137176556913174,0.000526630908555082,0.000196226209063228,0.000152606420986994,0,0.0002558528113793,0.000102528111929008
k141_1114472_1,GH3,1111768_1,k141_1114472,1,591,+,591,0,0,0,0.000250774752207029,0,0.000257922716948686,0,0,0,0.000344849681236577,0.000321233261029903,0,0.000482660697026528,0,0
k141_1115030_1,GH29,1112324_1,k141_1115030,1,564,+,564,0,0,0,0,0.000272833756101306,0,0.000655273732294417,0.000285393642804546,0,0,0,0,0,0.000292597630034838,0.000351758681884098
k141_1115039_1,CBM32,1112333_1,k141_1115039,3,1916,-,1914,0,0.000767711696530956,0.00051251648276578,0.000774335833617314,0.000241188461506484,0.000159281427081163,0.000579270195946789,0.00025229155884289,0,0,9.91895806001426e-05,0.000539982751376392,0.000298069458665285,0,0.00082922422814057
k141_1115039_1,CBM13,1112333_1,k141_1115039,3,1916,-,1914,0,0.000767711696530956,0.00051251648276578,0.000774335833617314,0.000241188461506484,0.000159281427081163,0.000579270195946789,0.00025229155884289,0,0,9.91895806001426e-05,0.000539982751376392,0.000298069458665285,0,0.00082922422814057
k141_1115039_1,GH16,1112333_1,k141_1115039,3,1916,-,1914,0,0.000767711696530956,0.00051251648276578,0.000774335833617314,0.000241188461506484,0.000159281427081163,0.000579270195946789,0.00025229155884289,0,0,9.91895806001426e-05,0.000539982751376392,0.000298069458665285,0,0.00082922422814057
k141_1116636_10,GH31,1113923_10,k141_1116636,11805,14273,-,2469,0,0.000520747332428197,0.000728400298916614,0.000660302415592505,0.000373944686369713,0.000185215462596201,0.00044905757595875,0.00058673881363948,0.000215015502330491,0.000165092070968665,0.000384465081548548,0.00053820186745413,0.000173300408227629,0.000601549441092279,0.000883884512923834
k141_1116636_11,GH36,1113923_11,k141_1116636,14382,16547,-,2166,0,0.000763192617984894,0.00037740710526843,0.000752671590072897,0.000142085169382398,0.000633375314612215,0.000113750195449077,0.000371565130521154,0,0,0.000175299037182523,0.000681656104824175,0.000329238771863664,0.000228566569722505,0.000366374693596734
k141_1116636_18,GH29,1113923_18,k141_1116636,22518,24233,+,1716,0,0.000856293815361451,0.000666928500009316,0.000518209365574664,0.000627708431869439,0.000266490079924254,7.17898960788755e-05,0.000938007077749208,0,0,0.000221269064415703,0.000172082415273795,0.00024934656638346,0.000192336903659264,0.000231225986693044
k141_1116636_6,GH3,1113923_6,k141_1116636,6190,7299,-,1110,0,0.000330945988099155,0.000294581545950061,0.00106816489048183,0.000277258087281328,0.000823958517387423,0.000332949896409055,0.000435032471734498,0.000239132105970263,0,0.000513105019645062,0.00026603011226111,0.000513968417914735,0.000148671228233918,0.000893657191813655
k141_1116636_8,GH51,1113923_8,k141_1116636,8601,10175,-,1575,0,0.000466476249892143,0.000519024628578679,0.000658701682463796,0.000781603750812124,0.000871041861238132,7.82168010611748e-05,0.000102198104470961,0,0,0.000241077913991966,9.37439443205817e-05,0.00063389438209484,0.000628666907960565,0.00037788932682406
k141_1116882_6,GH103,1114168_6,k141_1116882,4599,5852,+,1254,0,0.00131824179470118,0.00104301600001457,0.0018910096147286,0.000613549595060354,0.000486227514247761,0.000392955220642266,0.000385076589812833,0.00063501587949041,0.000162524849769391,0.000302789246042541,0.000353221799772527,0.00102363327252157,0.000789593604495925,0.00158207254053135
k141_1117801_3,GH37,1115085_3,k141_1117801,724,2370,+,1647,0,0.000223041922762637,0.000496335027329337,0.00017997313728519,0.000280288230311725,0.000277654509502137,7.47974873535825e-05,0.000195460855545554,0.000644654857624752,0.000494975498751225,0.000345808483185197,8.96458483939989e-05,0,0.000200394733867211,0.000120456524943917
k141_1119200_1,GH38,1116477_1,k141_1119200,2,1696,-,1695,0,0.000433451382643142,0.000289367713278378,0.000786944487899225,9.07836214991958e-05,0,0,0.000569777042625714,0.000626399144842458,0.000240479246738427,0.000112005225527241,0.000174214409799311,8.41452719594921e-05,0.000292079758123272,0.00035113610014625
k141_1120317_1,GH23,1117592_1,k141_1120317,69,1070,-,1002,0,0.000549925219745603,0.00016316642515198,0,0.000460713288745919,0.000456384208732554,0,0.000160640733075613,0.000529813647958067,0.00061019808865514,0.000568409752301416,0.00014735200828834,0.000284683105731216,0.000494087015986971,0.000197995904773085
k141_1123123_2,GH36,1120392_2,k141_1123123,398,2494,-,2097,0,0.000175178849208423,0.000155930145924925,0.000494733023309718,0.000366900902339382,0.000581525324622501,5.87465244021699e-05,0.000844340562689273,0,0,0,0.000422451251230089,0.000204043256039112,0.000157391572093132,0.000283822455769144
k141_1124804_2,AA12,1122072_2,k141_1124804,777,2069,-,1293,0,0.000852320294176479,0.00113800063574675,0.000229246525219418,0.000357026075269459,0.00106101386809749,0.000381102742989483,0.000622436251128245,0.000205287422758694,0.000788113540645077,0.000880969175260663,0.00114189259323214,0.000882451576002098,0.000893407148783866,0.000306870683035779
k141_1125047_2,GH103,1122313_2,k141_1125047,782,2029,+,1248,0,0.00250198349175924,0.00157204575002196,0.00118756312944194,0.00209609779927831,0.00244282573263899,0.00483684424831424,0.00309542335657239,0.00361572342921383,0.00473588035794366,0.00410730700821648,0.00307597317301909,0.00388565065947558,0.00317355891037786,0.00461006810969256
k141_1125779_2,GH51,1123043_2,k141_1125779,864,3380,+,2517,0,0,6.49554064371409e-05,5.8882748730375e-05,0.000366813440860874,0.000121122229413328,0,0.000319749730913318,0.000421830175013097,0.000566802992163575,0.000905119700923351,0.000175979394880711,0.000623316883466321,0.00098346283277502,7.88207773470923e-05
k141_1127524_1,GH29,1124784_1,k141_1127524,2,856,-,855,0,0,0.000191219600002671,0.000346685096033577,0.000179974547884371,0,0.000288167161804328,0,0.000310452207750867,0.000238369779661774,0.000222045447097863,0.000172686213222124,0.00016681431107759,0,0.000232037305944598
k141_1128374_1,GH97,1125631_1,k141_1128374,1,1254,-,1254,0,0.00117177048417883,0.000782262000010927,0.0009455048073643,0.000490839676048283,0.000486227514247761,0.000294716415481699,0.000385076589812833,0.000846687839320547,0.000650099399077566,0.00015139462302127,0.000706443599545054,0.000454948121120699,0.000131598934082654,0.00031641450810627
k141_1130248_2,GH23,1127502_2,k141_1130248,409,1164,-,756,0,0.000242956380152158,0,0,0.000203542643440657,0,0.000162951668877448,0.000212912717647836,0,0,0.000251122827074964,0.00097649942000606,0,0.000436574241639282,0.000524846287255638
k141_1130489_1,GH3,1127743_1,k141_1130489,201,2867,-,2667,0,0.000206608575247504,0.0010421360652564,0.000333426048491235,0.00057697127274517,0.000285774888857655,0.000138573072746176,0.000603532113017488,0.00069668408825982,0.000534924308689808,0.000427106540536947,0.000276802985198568,0.000267390768600186,0.000247506656677388,0.000223162988281925
k141_1134734_1,GH16,1131975_1,k141_1134734,3,668,-,666,0,0.000275788323415963,0.000490969243250101,0.000222534352183715,0.000231048406067773,0,0,0,0,0.000612030515347798,0,0.000221691760217592,0.000428307014928946,0.000247785380389863,0.000893657191813655
k141_1136330_5,GH10,1133563_5,k141_1136330,5240,6499,+,1260,0,0,0,0,0.000366376758193183,0.00060489018141537,0.000293313003979406,0.00076648578353221,0,0.000161750921913347,0.000753368481224893,0.000585899652003636,0.000339586276122236,0.000392916817475353,0
k141_1136330_7,GH105,1133563_7,k141_1136330,7742,8824,+,1083,0,0,0,0,0.000710425846911989,0.000422250209741477,0.000682501172694462,0.000297252104416924,0,0,0.000525897111547571,0.000408993662894505,0.000395086526236396,0,0.000549562040395101
k141_113654_10,GH25,113379_10,k141_113654,10026,10799,+,774,0,0.00142383739065916,0.00211230953491323,0.000957415236139238,0.0003976181871864,0.00118164593578816,0.000159162095182623,0.000623883777293659,0.00137176556913174,0.00105326181711016,0.00171697932930324,0,0,0,0.000512640559645042
